"","AÑO","SEMANA","MES_CALEND","UBIGEO","DEPARTAM","PROVINCIA","DISTRITO","Probables","Confirmados","Total"
"2423","2002","34","AGOSTO",151003,"LIMA","YAUYOS","AYAUCA",3,4,7
"2424","2002","34","AGOSTO",60801,"CAJAMARCA","JAEN","JAEN",0,2,2
"2425","2002","34","AGOSTO",60606,"CAJAMARCA","CUTERVO","PIMPINGOS",0,1,1
"2426","2002","34","AGOSTO",21201,"ANCASH","HUAYLAS","CARAZ",17,4,21
"2427","2002","34","AGOSTO",200403,"PIURA","MORROPON","CHALACO",1,0,1
"2428","2002","34","AGOSTO",140202,"LAMBAYEQUE","FERRENAFE","CANARIS",0,1,1
"2429","2002","34","AGOSTO",20505,"ANCASH","BOLOGNESI","CAJACAY",1,0,1
"2430","2002","34","AGOSTO",22001,"ANCASH","YUNGAY","YUNGAY",2,0,2
"2431","2002","34","AGOSTO",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,1,1
"2432","2002","34","AGOSTO",60904,"CAJAMARCA","SAN IGNACIO","LA COIPA",0,1,1
"2433","2002","34","AGOSTO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,2,2
"2434","2002","34","AGOSTO",20610,"ANCASH","CARHUAZ","TINCO",1,0,1
"2435","2002","34","AGOSTO",20905,"ANCASH","CORONGO","LA PAMPA",1,1,2
"2436","2002","34","AGOSTO",21205,"ANCASH","HUAYLAS","MATO",2,0,2
"2437","2002","34","AGOSTO",200308,"PIURA","HUANCABAMBA","SONDORILLO",0,1,1
"2438","2002","34","AGOSTO",80902,"CUSCO","LA CONVENCION","ECHARATE",0,2,2
"2439","2002","34","AGOSTO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",3,0,3
"2440","2002","34","AGOSTO",200307,"PIURA","HUANCABAMBA","SONDOR",2,0,2
"2441","2002","35","AGOSTO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",1,0,1
"2442","2002","35","AGOSTO",200303,"PIURA","HUANCABAMBA","EL CARMEN DE LA FRONTERA",1,0,1
"2443","2002","35","AGOSTO",22005,"ANCASH","YUNGAY","QUILLO",0,1,1
"2444","2002","35","AGOSTO",60811,"CAJAMARCA","JAEN","SAN JOSE DEL ALTO",0,1,1
"2445","2002","35","AGOSTO",200308,"PIURA","HUANCABAMBA","SONDORILLO",1,0,1
"2446","2002","35","AGOSTO",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,1,1
"2447","2002","35","AGOSTO",21210,"ANCASH","HUAYLAS","YURACMARCA",1,0,1
"2448","2002","35","AGOSTO",151003,"LIMA","YAUYOS","AYAUCA",2,3,5
"2449","2002","35","AGOSTO",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,1,1
"2450","2002","35","AGOSTO",21208,"ANCASH","HUAYLAS","SANTA CRUZ",2,0,2
"2451","2002","35","AGOSTO",200307,"PIURA","HUANCABAMBA","SONDOR",0,1,1
"2452","2002","35","AGOSTO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",2,0,2
"2453","2002","35","AGOSTO",22002,"ANCASH","YUNGAY","CASCAPARA",1,0,1
"2454","2002","35","AGOSTO",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,3,3
"2455","2002","35","AGOSTO",21201,"ANCASH","HUAYLAS","CARAZ",11,7,18
"2456","2002","35","AGOSTO",22001,"ANCASH","YUNGAY","YUNGAY",1,0,1
"2457","2002","35","AGOSTO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",2,0,2
"2458","2002","35","AGOSTO",60801,"CAJAMARCA","JAEN","JAEN",0,1,1
"2459","2002","35","AGOSTO",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,1,1
"2460","2002","36","SETIEMBRE",10705,"AMAZONAS","UTCUBAMBA","JAMALCA",0,1,1
"2461","2002","36","SETIEMBRE",21904,"ANCASH","SIHUAS","CASHAPAMPA",1,0,1
"2462","2002","36","SETIEMBRE",60601,"CAJAMARCA","CUTERVO","CUTERVO",0,1,1
"2463","2002","36","SETIEMBRE",20602,"ANCASH","CARHUAZ","ACOPAMPA",1,0,1
"2464","2002","36","SETIEMBRE",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,2,2
"2465","2002","36","SETIEMBRE",60607,"CAJAMARCA","CUTERVO","QUEROCOTILLO",0,2,2
"2466","2002","36","SETIEMBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",2,2,4
"2467","2002","36","SETIEMBRE",200307,"PIURA","HUANCABAMBA","SONDOR",0,2,2
"2468","2002","36","SETIEMBRE",60805,"CAJAMARCA","JAEN","HUABAL",0,1,1
"2469","2002","36","SETIEMBRE",60811,"CAJAMARCA","JAEN","SAN JOSE DEL ALTO",0,1,1
"2470","2002","36","SETIEMBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",0,1,1
"2471","2002","36","SETIEMBRE",200304,"PIURA","HUANCABAMBA","HUARMACA",1,0,1
"2472","2002","36","SETIEMBRE",10503,"AMAZONAS","LUYA","COCABAMBA",0,1,1
"2473","2002","36","SETIEMBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",7,0,7
"2474","2002","36","SETIEMBRE",22001,"ANCASH","YUNGAY","YUNGAY",1,0,1
"2475","2002","36","SETIEMBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"2476","2002","36","SETIEMBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,1,1
"2477","2002","36","SETIEMBRE",130906,"LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",0,1,1
"2478","2002","36","SETIEMBRE",10201,"AMAZONAS","BAGUA","BAGUA",0,1,1
"2479","2002","36","SETIEMBRE",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,2,2
"2480","2002","36","SETIEMBRE",151003,"LIMA","YAUYOS","AYAUCA",1,1,2
"2481","2002","36","SETIEMBRE",22005,"ANCASH","YUNGAY","QUILLO",0,1,1
"2482","2002","36","SETIEMBRE",21201,"ANCASH","HUAYLAS","CARAZ",19,1,20
"2483","2002","37","SETIEMBRE",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"2484","2002","37","SETIEMBRE",140202,"LAMBAYEQUE","FERRENAFE","CANARIS",0,1,1
"2485","2002","37","SETIEMBRE",21001,"ANCASH","HUARI","HUARI",1,0,1
"2486","2002","37","SETIEMBRE",22001,"ANCASH","YUNGAY","YUNGAY",2,1,3
"2487","2002","37","SETIEMBRE",200307,"PIURA","HUANCABAMBA","SONDOR",0,2,2
"2488","2002","37","SETIEMBRE",60606,"CAJAMARCA","CUTERVO","PIMPINGOS",0,2,2
"2489","2002","37","SETIEMBRE",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,2,2
"2490","2002","37","SETIEMBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",1,4,5
"2491","2002","37","SETIEMBRE",150808,"LIMA","HUAURA","PACCHO",0,1,1
"2492","2002","37","SETIEMBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,2,2
"2493","2002","37","SETIEMBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",1,0,1
"2494","2002","37","SETIEMBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",0,1,1
"2495","2002","37","SETIEMBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",1,0,1
"2496","2002","37","SETIEMBRE",22004,"ANCASH","YUNGAY","MATACOTO",1,0,1
"2497","2002","37","SETIEMBRE",100401,"HUANUCO","HUACAYBAMBA","HUACAYBAMBA",1,0,1
"2498","2002","37","SETIEMBRE",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,1,1
"2499","2002","37","SETIEMBRE",21201,"ANCASH","HUAYLAS","CARAZ",14,4,18
"2500","2002","37","SETIEMBRE",10702,"AMAZONAS","UTCUBAMBA","CAJARURO",0,2,2
"2501","2002","37","SETIEMBRE",151003,"LIMA","YAUYOS","AYAUCA",3,1,4
"2502","2002","38","SETIEMBRE",20503,"ANCASH","BOLOGNESI","ANTONIO RAYMONDI",1,0,1
"2503","2002","38","SETIEMBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",1,0,1
"2504","2002","38","SETIEMBRE",100401,"HUANUCO","HUACAYBAMBA","HUACAYBAMBA",0,1,1
"2505","2002","38","SETIEMBRE",20906,"ANCASH","CORONGO","YANAC",2,0,2
"2506","2002","38","SETIEMBRE",22004,"ANCASH","YUNGAY","MATACOTO",1,0,1
"2507","2002","38","SETIEMBRE",60902,"CAJAMARCA","SAN IGNACIO","CHIRINOS",0,1,1
"2508","2002","38","SETIEMBRE",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"2509","2002","38","SETIEMBRE",130906,"LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",0,1,1
"2510","2002","38","SETIEMBRE",60606,"CAJAMARCA","CUTERVO","PIMPINGOS",0,4,4
"2511","2002","38","SETIEMBRE",150606,"LIMA","HUARAL","IHUARI",0,1,1
"2512","2002","38","SETIEMBRE",21202,"ANCASH","HUAYLAS","HUALLANCA",2,0,2
"2513","2002","38","SETIEMBRE",21201,"ANCASH","HUAYLAS","CARAZ",17,1,18
"2514","2002","38","SETIEMBRE",21205,"ANCASH","HUAYLAS","MATO",3,0,3
"2515","2002","38","SETIEMBRE",80902,"CUSCO","LA CONVENCION","ECHARATE",0,2,2
"2516","2002","38","SETIEMBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",0,5,5
"2517","2002","38","SETIEMBRE",60602,"CAJAMARCA","CUTERVO","CALLAYUC",0,3,3
"2518","2002","38","SETIEMBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",5,0,5
"2519","2002","38","SETIEMBRE",160705,"LORETO","DATEM DEL MARA_ON","PASTAZA",1,0,1
"2520","2002","38","SETIEMBRE",60603,"CAJAMARCA","CUTERVO","CHOROS",0,1,1
"2521","2002","38","SETIEMBRE",22002,"ANCASH","YUNGAY","CASCAPARA",1,0,1
"2522","2002","38","SETIEMBRE",21011,"ANCASH","HUARI","PONTO",0,1,1
"2523","2002","38","SETIEMBRE",151003,"LIMA","YAUYOS","AYAUCA",3,2,5
"2524","2002","38","SETIEMBRE",60904,"CAJAMARCA","SAN IGNACIO","LA COIPA",0,1,1
"2525","2002","38","SETIEMBRE",200307,"PIURA","HUANCABAMBA","SONDOR",1,4,5
"2526","2002","38","SETIEMBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",0,2,2
"2527","2002","39","SETIEMBRE",22001,"ANCASH","YUNGAY","YUNGAY",2,0,2
"2528","2002","39","SETIEMBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",2,0,2
"2529","2002","39","SETIEMBRE",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,1,1
"2530","2002","39","SETIEMBRE",20503,"ANCASH","BOLOGNESI","ANTONIO RAYMONDI",1,0,1
"2531","2002","39","SETIEMBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",3,0,3
"2532","2002","39","SETIEMBRE",60606,"CAJAMARCA","CUTERVO","PIMPINGOS",0,1,1
"2533","2002","39","SETIEMBRE",60806,"CAJAMARCA","JAEN","LAS PIRIAS",0,1,1
"2534","2002","39","SETIEMBRE",60812,"CAJAMARCA","JAEN","SANTA ROSA",0,1,1
"2535","2002","39","SETIEMBRE",60603,"CAJAMARCA","CUTERVO","CHOROS",0,2,2
"2536","2002","39","SETIEMBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",1,3,4
"2537","2002","39","SETIEMBRE",200307,"PIURA","HUANCABAMBA","SONDOR",1,0,1
"2538","2002","39","SETIEMBRE",20906,"ANCASH","CORONGO","YANAC",2,0,2
"2539","2002","39","SETIEMBRE",21706,"ANCASH","RECUAY","MARCA",1,0,1
"2540","2002","39","SETIEMBRE",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,1,1
"2541","2002","39","SETIEMBRE",21210,"ANCASH","HUAYLAS","YURACMARCA",1,0,1
"2542","2002","39","SETIEMBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,2,2
"2543","2002","39","SETIEMBRE",21201,"ANCASH","HUAYLAS","CARAZ",13,0,13
"2544","2002","39","SETIEMBRE",21001,"ANCASH","HUARI","HUARI",1,0,1
"2545","2002","40","SETIEMBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",4,0,4
"2546","2002","40","SETIEMBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,3,3
"2547","2002","40","SETIEMBRE",200308,"PIURA","HUANCABAMBA","SONDORILLO",0,1,1
"2548","2002","40","SETIEMBRE",160705,"LORETO","DATEM DEL MARA_ON","PASTAZA",1,0,1
"2549","2002","40","SETIEMBRE",150606,"LIMA","HUARAL","IHUARI",0,1,1
"2550","2002","40","SETIEMBRE",60602,"CAJAMARCA","CUTERVO","CALLAYUC",0,4,4
"2551","2002","40","SETIEMBRE",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,2,2
"2552","2002","40","SETIEMBRE",22001,"ANCASH","YUNGAY","YUNGAY",2,0,2
"2553","2002","40","SETIEMBRE",100401,"HUANUCO","HUACAYBAMBA","HUACAYBAMBA",1,1,2
"2554","2002","40","SETIEMBRE",21705,"ANCASH","RECUAY","LLACLLIN",1,0,1
"2555","2002","40","SETIEMBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",1,1,2
"2556","2002","40","SETIEMBRE",60609,"CAJAMARCA","CUTERVO","SAN JUAN DE CUTERVO",0,1,1
"2557","2002","40","SETIEMBRE",60806,"CAJAMARCA","JAEN","LAS PIRIAS",0,1,1
"2558","2002","40","SETIEMBRE",21201,"ANCASH","HUAYLAS","CARAZ",12,1,13
"2559","2002","40","SETIEMBRE",21205,"ANCASH","HUAYLAS","MATO",3,0,3
"2560","2002","40","SETIEMBRE",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,2,2
"2561","2002","40","SETIEMBRE",130906,"LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",0,1,1
"2562","2002","40","SETIEMBRE",20105,"ANCASH","HUARAZ","INDEPENDENCIA",0,1,1
"2563","2002","40","SETIEMBRE",130903,"LA LIBERTAD","SANCHEZ CARRION","COCHORCO",0,1,1
"2564","2002","40","SETIEMBRE",60603,"CAJAMARCA","CUTERVO","CHOROS",0,1,1
"2565","2002","40","SETIEMBRE",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",1,0,1
"2566","2002","40","SETIEMBRE",60601,"CAJAMARCA","CUTERVO","CUTERVO",1,0,1
"2567","2002","40","SETIEMBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",2,3,5
"2568","2002","40","SETIEMBRE",200307,"PIURA","HUANCABAMBA","SONDOR",3,3,6
"2569","2002","40","SETIEMBRE",80902,"CUSCO","LA CONVENCION","ECHARATE",0,2,2
"2570","2002","40","SETIEMBRE",60803,"CAJAMARCA","JAEN","CHONTALI",0,1,1
"2571","2002","40","SETIEMBRE",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,2,2
"2572","2002","41","OCTUBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",1,0,1
"2573","2002","41","OCTUBRE",60804,"CAJAMARCA","JAEN","COLASAY",0,1,1
"2574","2002","41","OCTUBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,1,1
"2575","2002","41","OCTUBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",2,1,3
"2576","2002","41","OCTUBRE",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"2577","2002","41","OCTUBRE",60802,"CAJAMARCA","JAEN","BELLAVISTA",0,2,2
"2578","2002","41","OCTUBRE",22004,"ANCASH","YUNGAY","MATACOTO",1,0,1
"2579","2002","41","OCTUBRE",60807,"CAJAMARCA","JAEN","POMAHUACA",0,1,1
"2580","2002","41","OCTUBRE",10201,"AMAZONAS","BAGUA","BAGUA",0,1,1
"2581","2002","41","OCTUBRE",21202,"ANCASH","HUAYLAS","HUALLANCA",2,0,2
"2582","2002","41","OCTUBRE",21011,"ANCASH","HUARI","PONTO",1,0,1
"2583","2002","41","OCTUBRE",10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE",0,1,1
"2584","2002","41","OCTUBRE",21205,"ANCASH","HUAYLAS","MATO",1,0,1
"2585","2002","41","OCTUBRE",200307,"PIURA","HUANCABAMBA","SONDOR",0,3,3
"2586","2002","41","OCTUBRE",21208,"ANCASH","HUAYLAS","SANTA CRUZ",0,1,1
"2587","2002","41","OCTUBRE",20503,"ANCASH","BOLOGNESI","ANTONIO RAYMONDI",1,0,1
"2588","2002","41","OCTUBRE",60811,"CAJAMARCA","JAEN","SAN JOSE DEL ALTO",0,1,1
"2589","2002","41","OCTUBRE",130903,"LA LIBERTAD","SANCHEZ CARRION","COCHORCO",0,1,1
"2590","2002","41","OCTUBRE",20602,"ANCASH","CARHUAZ","ACOPAMPA",1,0,1
"2591","2002","41","OCTUBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",3,2,5
"2592","2002","41","OCTUBRE",21705,"ANCASH","RECUAY","LLACLLIN",1,0,1
"2593","2002","41","OCTUBRE",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",1,1,2
"2594","2002","41","OCTUBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",2,2,4
"2595","2002","41","OCTUBRE",20906,"ANCASH","CORONGO","YANAC",1,0,1
"2596","2002","41","OCTUBRE",200308,"PIURA","HUANCABAMBA","SONDORILLO",0,1,1
"2597","2002","41","OCTUBRE",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",1,0,1
"2598","2002","41","OCTUBRE",22001,"ANCASH","YUNGAY","YUNGAY",1,0,1
"2599","2002","41","OCTUBRE",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,1,1
"2600","2002","41","OCTUBRE",21201,"ANCASH","HUAYLAS","CARAZ",11,7,18
"2601","2002","41","OCTUBRE",60602,"CAJAMARCA","CUTERVO","CALLAYUC",0,3,3
"2602","2002","41","OCTUBRE",20903,"ANCASH","CORONGO","BAMBAS",1,0,1
"2603","2002","41","OCTUBRE",151003,"LIMA","YAUYOS","AYAUCA",0,2,2
"2604","2002","42","OCTUBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,2,2
"2605","2002","42","OCTUBRE",21901,"ANCASH","SIHUAS","SIHUAS",0,2,2
"2606","2002","42","OCTUBRE",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"2607","2002","42","OCTUBRE",20402,"ANCASH","ASUNCION","ACOCHACA",0,1,1
"2608","2002","42","OCTUBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",5,0,5
"2609","2002","42","OCTUBRE",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,3,3
"2610","2002","42","OCTUBRE",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",2,0,2
"2611","2002","42","OCTUBRE",60801,"CAJAMARCA","JAEN","JAEN",0,1,1
"2612","2002","42","OCTUBRE",60602,"CAJAMARCA","CUTERVO","CALLAYUC",0,6,6
"2613","2002","42","OCTUBRE",22004,"ANCASH","YUNGAY","MATACOTO",0,1,1
"2614","2002","42","OCTUBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",3,0,3
"2615","2002","42","OCTUBRE",130903,"LA LIBERTAD","SANCHEZ CARRION","COCHORCO",0,1,1
"2616","2002","42","OCTUBRE",60606,"CAJAMARCA","CUTERVO","PIMPINGOS",0,2,2
"2617","2002","42","OCTUBRE",60804,"CAJAMARCA","JAEN","COLASAY",0,1,1
"2618","2002","42","OCTUBRE",21201,"ANCASH","HUAYLAS","CARAZ",6,5,11
"2619","2002","42","OCTUBRE",60803,"CAJAMARCA","JAEN","CHONTALI",0,2,2
"2620","2002","42","OCTUBRE",200307,"PIURA","HUANCABAMBA","SONDOR",1,0,1
"2621","2002","42","OCTUBRE",21208,"ANCASH","HUAYLAS","SANTA CRUZ",1,1,2
"2622","2002","42","OCTUBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",0,3,3
"2623","2002","42","OCTUBRE",60603,"CAJAMARCA","CUTERVO","CHOROS",0,1,1
"2624","2002","42","OCTUBRE",200308,"PIURA","HUANCABAMBA","SONDORILLO",0,1,1
"2625","2002","43","OCTUBRE",60804,"CAJAMARCA","JAEN","COLASAY",0,1,1
"2626","2002","43","OCTUBRE",10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE",0,1,1
"2627","2002","43","OCTUBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",2,2,4
"2628","2002","43","OCTUBRE",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"2629","2002","43","OCTUBRE",60806,"CAJAMARCA","JAEN","LAS PIRIAS",0,1,1
"2630","2002","43","OCTUBRE",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",1,0,1
"2631","2002","43","OCTUBRE",150904,"LIMA","OYON","COCHAMARCA",0,1,1
"2632","2002","43","OCTUBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",4,0,4
"2633","2002","43","OCTUBRE",60812,"CAJAMARCA","JAEN","SANTA ROSA",0,1,1
"2634","2002","43","OCTUBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"2635","2002","43","OCTUBRE",200307,"PIURA","HUANCABAMBA","SONDOR",0,2,2
"2636","2002","43","OCTUBRE",150808,"LIMA","HUAURA","PACCHO",0,1,1
"2637","2002","43","OCTUBRE",130809,"LA LIBERTAD","PATAZ","PATAZ",0,1,1
"2638","2002","43","OCTUBRE",60902,"CAJAMARCA","SAN IGNACIO","CHIRINOS",0,1,1
"2639","2002","43","OCTUBRE",10702,"AMAZONAS","UTCUBAMBA","CAJARURO",0,3,3
"2640","2002","43","OCTUBRE",60602,"CAJAMARCA","CUTERVO","CALLAYUC",0,2,2
"2641","2002","43","OCTUBRE",60603,"CAJAMARCA","CUTERVO","CHOROS",0,1,1
"2642","2002","43","OCTUBRE",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,1,1
"2643","2002","43","OCTUBRE",21201,"ANCASH","HUAYLAS","CARAZ",17,5,22
"2644","2002","43","OCTUBRE",21208,"ANCASH","HUAYLAS","SANTA CRUZ",1,0,1
"2645","2002","43","OCTUBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",6,2,8
"2646","2002","43","OCTUBRE",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"2647","2002","43","OCTUBRE",60811,"CAJAMARCA","JAEN","SAN JOSE DEL ALTO",0,1,1
"2648","2002","43","OCTUBRE",130906,"LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",0,1,1
"2649","2002","43","OCTUBRE",20906,"ANCASH","CORONGO","YANAC",1,0,1
"2650","2002","43","OCTUBRE",130902,"LA LIBERTAD","SANCHEZ CARRION","CHUGAY",0,3,3
"2651","2002","44","OCTUBRE",20110,"ANCASH","HUARAZ","PARIACOTO",0,1,1
"2652","2002","44","OCTUBRE",22004,"ANCASH","YUNGAY","MATACOTO",1,1,2
"2653","2002","44","OCTUBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,3,3
"2654","2002","44","OCTUBRE",20602,"ANCASH","CARHUAZ","ACOPAMPA",1,0,1
"2655","2002","44","OCTUBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",3,1,4
"2656","2002","44","OCTUBRE",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",2,0,2
"2657","2002","44","OCTUBRE",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,1,1
"2658","2002","44","OCTUBRE",60606,"CAJAMARCA","CUTERVO","PIMPINGOS",0,1,1
"2659","2002","44","OCTUBRE",130906,"LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",0,2,2
"2660","2002","44","OCTUBRE",60601,"CAJAMARCA","CUTERVO","CUTERVO",0,1,1
"2661","2002","44","OCTUBRE",10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE",0,1,1
"2662","2002","44","OCTUBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",0,2,2
"2663","2002","44","OCTUBRE",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"2664","2002","44","OCTUBRE",130903,"LA LIBERTAD","SANCHEZ CARRION","COCHORCO",0,1,1
"2665","2002","44","OCTUBRE",20505,"ANCASH","BOLOGNESI","CAJACAY",1,0,1
"2666","2002","44","OCTUBRE",21201,"ANCASH","HUAYLAS","CARAZ",8,4,12
"2667","2002","44","OCTUBRE",20906,"ANCASH","CORONGO","YANAC",1,0,1
"2668","2002","44","OCTUBRE",60602,"CAJAMARCA","CUTERVO","CALLAYUC",1,2,3
"2669","2002","44","OCTUBRE",200307,"PIURA","HUANCABAMBA","SONDOR",1,2,3
"2670","2002","44","OCTUBRE",60811,"CAJAMARCA","JAEN","SAN JOSE DEL ALTO",0,1,1
"2671","2002","44","OCTUBRE",21205,"ANCASH","HUAYLAS","MATO",2,0,2
"2672","2002","44","OCTUBRE",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,2,2
"2673","2002","44","OCTUBRE",21210,"ANCASH","HUAYLAS","YURACMARCA",2,0,2
"2674","2002","44","OCTUBRE",130902,"LA LIBERTAD","SANCHEZ CARRION","CHUGAY",0,1,1
"2675","2002","44","OCTUBRE",200308,"PIURA","HUANCABAMBA","SONDORILLO",1,2,3
"2676","2002","44","OCTUBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"2677","2002","45","NOVIEMBRE",21205,"ANCASH","HUAYLAS","MATO",2,0,2
"2678","2002","45","NOVIEMBRE",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,1,1
"2679","2002","45","NOVIEMBRE",20602,"ANCASH","CARHUAZ","ACOPAMPA",1,0,1
"2680","2002","45","NOVIEMBRE",60602,"CAJAMARCA","CUTERVO","CALLAYUC",0,1,1
"2681","2002","45","NOVIEMBRE",60904,"CAJAMARCA","SAN IGNACIO","LA COIPA",0,1,1
"2682","2002","45","NOVIEMBRE",21202,"ANCASH","HUAYLAS","HUALLANCA",2,0,2
"2683","2002","45","NOVIEMBRE",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",3,2,5
"2684","2002","45","NOVIEMBRE",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,1,1
"2685","2002","45","NOVIEMBRE",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,2,2
"2686","2002","45","NOVIEMBRE",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"2687","2002","45","NOVIEMBRE",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"2688","2002","45","NOVIEMBRE",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"2689","2002","45","NOVIEMBRE",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",1,1,2
"2690","2002","45","NOVIEMBRE",21201,"ANCASH","HUAYLAS","CARAZ",13,6,19
"2691","2002","45","NOVIEMBRE",130906,"LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",2,1,3
"2692","2002","45","NOVIEMBRE",60603,"CAJAMARCA","CUTERVO","CHOROS",0,1,1
"2693","2002","45","NOVIEMBRE",60801,"CAJAMARCA","JAEN","JAEN",0,2,2
"2694","2002","45","NOVIEMBRE",130902,"LA LIBERTAD","SANCHEZ CARRION","CHUGAY",0,1,1
"2695","2002","45","NOVIEMBRE",21208,"ANCASH","HUAYLAS","SANTA CRUZ",1,0,1
