"","AÑO","SEMANA","MES_CALEND","UBIGEO","DEPARTAM","PROVINCIA","DISTRITO","Probables","Confirmados","Total"
"1","2000","1","ENERO",200308,"PIURA","HUANCABAMBA","SONDORILLO",1,0,1
"2","2000","1","ENERO",60904,"CAJAMARCA","SAN IGNACIO","LA COIPA",1,1,2
"3","2000","1","ENERO",200401,"PIURA","MORROPON","CHULUCANAS",0,1,1
"4","2000","1","ENERO",80403,"CUSCO","CALCA","LAMAY",1,0,1
"5","2000","1","ENERO",81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",1,0,1
"6","2000","1","ENERO",151003,"LIMA","YAUYOS","AYAUCA",1,0,1
"7","2000","1","ENERO",20101,"ANCASH","HUARAZ","HUARAZ",1,0,1
"8","2000","1","ENERO",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,1,1
"9","2000","1","ENERO",100701,"HUANUCO","MARANON","HUACRACHUCO",1,0,1
"10","2000","1","ENERO",21601,"ANCASH","POMABAMBA","POMABAMBA",1,0,1
"11","2000","1","ENERO",21206,"ANCASH","HUAYLAS","PAMPAROMAS",0,1,1
"12","2000","1","ENERO",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",1,0,1
"13","2000","1","ENERO",22006,"ANCASH","YUNGAY","RANRAHIRCA",1,0,1
"14","2000","1","ENERO",22001,"ANCASH","YUNGAY","YUNGAY",1,2,3
"15","2000","1","ENERO",21201,"ANCASH","HUAYLAS","CARAZ",5,4,9
"16","2000","1","ENERO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",3,0,3
"17","2000","1","ENERO",81206,"CUSCO","QUISPICANCHI","CUSIPATA",0,1,1
"18","2000","1","ENERO",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",0,1,1
"19","2000","1","ENERO",60902,"CAJAMARCA","SAN IGNACIO","CHIRINOS",0,1,1
"20","2000","1","ENERO",100507,"HUANUCO","HUAMALIES","MONZON",1,0,1
"21","2000","1","ENERO",120303,"JUNIN","CHANCHAMAYO","PICHANAQUI",0,1,1
"22","2000","1","ENERO",21210,"ANCASH","HUAYLAS","YURACMARCA",9,0,9
"23","2000","1","ENERO",21204,"ANCASH","HUAYLAS","HUAYLAS",1,0,1
"24","2000","2","ENERO",21205,"ANCASH","HUAYLAS","MATO",0,1,1
"25","2000","2","ENERO",20110,"ANCASH","HUARAZ","PARIACOTO",1,0,1
"26","2000","2","ENERO",22005,"ANCASH","YUNGAY","QUILLO",1,0,1
"27","2000","2","ENERO",60902,"CAJAMARCA","SAN IGNACIO","CHIRINOS",0,1,1
"28","2000","2","ENERO",81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",0,1,1
"29","2000","2","ENERO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,1,1
"30","2000","2","ENERO",21201,"ANCASH","HUAYLAS","CARAZ",5,1,6
"31","2000","2","ENERO",81206,"CUSCO","QUISPICANCHI","CUSIPATA",0,1,1
"32","2000","2","ENERO",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"33","2000","2","ENERO",20402,"ANCASH","ASUNCION","ACOCHACA",1,0,1
"34","2000","2","ENERO",22008,"ANCASH","YUNGAY","YANAMA",1,0,1
"35","2000","2","ENERO",21601,"ANCASH","POMABAMBA","POMABAMBA",2,0,2
"36","2000","2","ENERO",21210,"ANCASH","HUAYLAS","YURACMARCA",10,0,10
"37","2000","2","ENERO",20901,"ANCASH","CORONGO","CORONGO",1,0,1
"38","2000","2","ENERO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",2,1,3
"39","2000","2","ENERO",22001,"ANCASH","YUNGAY","YUNGAY",2,2,4
"40","2000","2","ENERO",20905,"ANCASH","CORONGO","LA PAMPA",1,0,1
"41","2000","2","ENERO",151025,"LIMA","YAUYOS","QUINOCAY",2,0,2
"42","2000","2","ENERO",21602,"ANCASH","POMABAMBA","HUAYLLAN",1,0,1
"43","2000","2","ENERO",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"44","2000","3","ENERO",20402,"ANCASH","ASUNCION","ACOCHACA",1,1,2
"45","2000","3","ENERO",80904,"CUSCO","LA CONVENCION","MARANURA",0,1,1
"46","2000","3","ENERO",151003,"LIMA","YAUYOS","AYAUCA",1,0,1
"47","2000","3","ENERO",10513,"AMAZONAS","LUYA","OCUMAL",0,1,1
"48","2000","3","ENERO",81212,"CUSCO","QUISPICANCHI","QUIQUIJANA",1,0,1
"49","2000","3","ENERO",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"50","2000","3","ENERO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",0,1,1
"51","2000","3","ENERO",150721,"LIMA","HUAROCHIRI","SAN LORENZO DE QUINTI",0,2,2
"52","2000","3","ENERO",80408,"CUSCO","CALCA","YANATILE",0,1,1
"53","2000","3","ENERO",21201,"ANCASH","HUAYLAS","CARAZ",5,0,5
"54","2000","3","ENERO",22001,"ANCASH","YUNGAY","YUNGAY",2,0,2
"55","2000","3","ENERO",21306,"ANCASH","MARISCAL LUZURIAGA","LLUMPA",4,0,4
"56","2000","3","ENERO",22006,"ANCASH","YUNGAY","RANRAHIRCA",1,0,1
"57","2000","3","ENERO",21210,"ANCASH","HUAYLAS","YURACMARCA",6,0,6
"58","2000","3","ENERO",21503,"ANCASH","PALLASCA","CONCHUCOS",1,0,1
"59","2000","3","ENERO",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",0,1,1
"60","2000","4","ENERO",21304,"ANCASH","MARISCAL LUZURIAGA","FIDEL OLIVAS ESCUDERO",1,0,1
"61","2000","4","ENERO",80401,"CUSCO","CALCA","CALCA",0,1,1
"62","2000","4","ENERO",22008,"ANCASH","YUNGAY","YANAMA",0,1,1
"63","2000","4","ENERO",21001,"ANCASH","HUARI","HUARI",0,1,1
"64","2000","4","ENERO",81212,"CUSCO","QUISPICANCHI","QUIQUIJANA",3,1,4
"65","2000","4","ENERO",22001,"ANCASH","YUNGAY","YUNGAY",0,1,1
"66","2000","4","ENERO",21210,"ANCASH","HUAYLAS","YURACMARCA",3,1,4
"67","2000","4","ENERO",21307,"ANCASH","MARISCAL LUZURIAGA","LUCMA",1,0,1
"68","2000","4","ENERO",150606,"LIMA","HUARAL","IHUARI",0,1,1
"69","2000","4","ENERO",80405,"CUSCO","CALCA","PISAC",1,0,1
"70","2000","4","ENERO",21602,"ANCASH","POMABAMBA","HUAYLLAN",1,0,1
"71","2000","4","ENERO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",1,0,1
"72","2000","4","ENERO",21201,"ANCASH","HUAYLAS","CARAZ",8,4,12
"73","2000","5","ENERO",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"74","2000","5","ENERO",10514,"AMAZONAS","LUYA","PISUQUIA",0,1,1
"75","2000","5","ENERO",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,1,1
"76","2000","5","ENERO",21601,"ANCASH","POMABAMBA","POMABAMBA",1,0,1
"77","2000","5","ENERO",22002,"ANCASH","YUNGAY","CASCAPARA",1,0,1
"78","2000","5","ENERO",22006,"ANCASH","YUNGAY","RANRAHIRCA",0,1,1
"79","2000","5","ENERO",21210,"ANCASH","HUAYLAS","YURACMARCA",6,0,6
"80","2000","5","ENERO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,2,2
"81","2000","5","ENERO",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"82","2000","5","ENERO",21201,"ANCASH","HUAYLAS","CARAZ",4,1,5
"83","2000","5","ENERO",22001,"ANCASH","YUNGAY","YUNGAY",1,2,3
"84","2000","5","ENERO",10705,"AMAZONAS","UTCUBAMBA","JAMALCA",0,1,1
"85","2000","5","ENERO",151003,"LIMA","YAUYOS","AYAUCA",2,0,2
"86","2000","5","ENERO",21604,"ANCASH","POMABAMBA","QUINUABAMBA",1,0,1
"87","2000","5","ENERO",21205,"ANCASH","HUAYLAS","MATO",1,0,1
"88","2000","5","ENERO",151001,"LIMA","YAUYOS","YAUYOS",1,0,1
"89","2000","5","ENERO",200307,"PIURA","HUANCABAMBA","SONDOR",0,1,1
"90","2000","5","ENERO",100701,"HUANUCO","MARANON","HUACRACHUCO",0,1,1
"91","2000","5","ENERO",100507,"HUANUCO","HUAMALIES","MONZON",0,1,1
"92","2000","5","ENERO",20905,"ANCASH","CORONGO","LA PAMPA",1,0,1
"93","2000","6","FEBRERO",21909,"ANCASH","SIHUAS","SAN JUAN",0,1,1
"94","2000","6","FEBRERO",21210,"ANCASH","HUAYLAS","YURACMARCA",9,0,9
"95","2000","6","FEBRERO",22005,"ANCASH","YUNGAY","QUILLO",1,0,1
"96","2000","6","FEBRERO",10515,"AMAZONAS","LUYA","PROVIDENCIA",1,0,1
"97","2000","6","FEBRERO",81206,"CUSCO","QUISPICANCHI","CUSIPATA",0,1,1
"98","2000","6","FEBRERO",21305,"ANCASH","MARISCAL LUZURIAGA","LLAMA",1,0,1
"99","2000","6","FEBRERO",21201,"ANCASH","HUAYLAS","CARAZ",3,0,3
"100","2000","6","FEBRERO",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"101","2000","6","FEBRERO",22002,"ANCASH","YUNGAY","CASCAPARA",0,1,1
"102","2000","6","FEBRERO",22001,"ANCASH","YUNGAY","YUNGAY",0,1,1
"103","2000","6","FEBRERO",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",1,0,1
"104","2000","6","FEBRERO",10514,"AMAZONAS","LUYA","PISUQUIA",0,1,1
"105","2000","6","FEBRERO",21301,"ANCASH","MARISCAL LUZURIAGA","PISCOBAMBA",1,0,1
"106","2000","6","FEBRERO",20105,"ANCASH","HUARAZ","INDEPENDENCIA",1,0,1
"107","2000","6","FEBRERO",22006,"ANCASH","YUNGAY","RANRAHIRCA",1,0,1
"108","2000","6","FEBRERO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",1,0,1
"109","2000","6","FEBRERO",21306,"ANCASH","MARISCAL LUZURIAGA","LLUMPA",2,0,2
"110","2000","6","FEBRERO",80401,"CUSCO","CALCA","CALCA",4,0,4
"111","2000","6","FEBRERO",22003,"ANCASH","YUNGAY","MANCOS",0,1,1
"112","2000","6","FEBRERO",21307,"ANCASH","MARISCAL LUZURIAGA","LUCMA",1,0,1
"113","2000","7","FEBRERO",10515,"AMAZONAS","LUYA","PROVIDENCIA",1,0,1
"114","2000","7","FEBRERO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,1,1
"115","2000","7","FEBRERO",151003,"LIMA","YAUYOS","AYAUCA",1,0,1
"116","2000","7","FEBRERO",21011,"ANCASH","HUARI","PONTO",0,1,1
"117","2000","7","FEBRERO",21202,"ANCASH","HUAYLAS","HUALLANCA",1,0,1
"118","2000","7","FEBRERO",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",0,1,1
"119","2000","7","FEBRERO",22001,"ANCASH","YUNGAY","YUNGAY",0,1,1
"120","2000","7","FEBRERO",21503,"ANCASH","PALLASCA","CONCHUCOS",1,0,1
"121","2000","7","FEBRERO",20505,"ANCASH","BOLOGNESI","CAJACAY",0,1,1
"122","2000","7","FEBRERO",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"123","2000","7","FEBRERO",81212,"CUSCO","QUISPICANCHI","QUIQUIJANA",0,1,1
"124","2000","7","FEBRERO",80401,"CUSCO","CALCA","CALCA",1,1,2
"125","2000","7","FEBRERO",21210,"ANCASH","HUAYLAS","YURACMARCA",2,1,3
"126","2000","7","FEBRERO",22002,"ANCASH","YUNGAY","CASCAPARA",1,0,1
"127","2000","7","FEBRERO",21201,"ANCASH","HUAYLAS","CARAZ",2,3,5
"128","2000","7","FEBRERO",80403,"CUSCO","CALCA","LAMAY",2,0,2
"129","2000","8","FEBRERO",21208,"ANCASH","HUAYLAS","SANTA CRUZ",0,1,1
"130","2000","8","FEBRERO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,2,2
"131","2000","8","FEBRERO",21202,"ANCASH","HUAYLAS","HUALLANCA",1,0,1
"132","2000","8","FEBRERO",81212,"CUSCO","QUISPICANCHI","QUIQUIJANA",0,2,2
"133","2000","8","FEBRERO",22006,"ANCASH","YUNGAY","RANRAHIRCA",0,1,1
"134","2000","8","FEBRERO",21503,"ANCASH","PALLASCA","CONCHUCOS",3,0,3
"135","2000","8","FEBRERO",150606,"LIMA","HUARAL","IHUARI",0,1,1
"136","2000","8","FEBRERO",81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",1,0,1
"137","2000","8","FEBRERO",21809,"ANCASH","SANTA","NUEVO CHIMBOTE",0,1,1
"138","2000","8","FEBRERO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",3,1,4
"139","2000","8","FEBRERO",21210,"ANCASH","HUAYLAS","YURACMARCA",1,0,1
"140","2000","8","FEBRERO",80405,"CUSCO","CALCA","PISAC",0,1,1
"141","2000","8","FEBRERO",21201,"ANCASH","HUAYLAS","CARAZ",1,3,4
"142","2000","8","FEBRERO",80401,"CUSCO","CALCA","CALCA",1,0,1
"143","2000","8","FEBRERO",80904,"CUSCO","LA CONVENCION","MARANURA",0,2,2
"144","2000","8","FEBRERO",22001,"ANCASH","YUNGAY","YUNGAY",2,3,5
"145","2000","8","FEBRERO",60805,"CAJAMARCA","JAEN","HUABAL",0,1,1
"146","2000","8","FEBRERO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",1,0,1
"147","2000","8","FEBRERO",100404,"HUANUCO","HUACAYBAMBA","PINRA",1,0,1
"148","2000","8","FEBRERO",22004,"ANCASH","YUNGAY","MATACOTO",1,0,1
"149","2000","8","FEBRERO",20601,"ANCASH","CARHUAZ","CARHUAZ",1,0,1
"150","2000","8","FEBRERO",60903,"CAJAMARCA","SAN IGNACIO","HUARANGO",0,1,1
"151","2000","8","FEBRERO",151001,"LIMA","YAUYOS","YAUYOS",1,0,1
"152","2000","9","FEBRERO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",0,1,1
"153","2000","9","FEBRERO",50101,"AYACUCHO","HUAMANGA","AYACUCHO",1,0,1
"154","2000","9","FEBRERO",10502,"AMAZONAS","LUYA","CAMPORREDONDO",0,1,1
"155","2000","9","FEBRERO",20610,"ANCASH","CARHUAZ","TINCO",2,0,2
"156","2000","9","FEBRERO",22001,"ANCASH","YUNGAY","YUNGAY",0,1,1
"157","2000","9","FEBRERO",21210,"ANCASH","HUAYLAS","YURACMARCA",7,0,7
"158","2000","9","FEBRERO",22006,"ANCASH","YUNGAY","RANRAHIRCA",2,0,2
"159","2000","9","FEBRERO",21201,"ANCASH","HUAYLAS","CARAZ",4,6,10
"160","2000","9","FEBRERO",151025,"LIMA","YAUYOS","QUINOCAY",3,0,3
"161","2000","9","FEBRERO",21205,"ANCASH","HUAYLAS","MATO",0,1,1
"162","2000","9","FEBRERO",21202,"ANCASH","HUAYLAS","HUALLANCA",1,0,1
"163","2000","9","FEBRERO",21306,"ANCASH","MARISCAL LUZURIAGA","LLUMPA",1,0,1
"164","2000","9","FEBRERO",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"165","2000","9","FEBRERO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,1,1
"166","2000","9","FEBRERO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",1,0,1
"167","2000","9","FEBRERO",10514,"AMAZONAS","LUYA","PISUQUIA",0,2,2
"168","2000","9","FEBRERO",60608,"CAJAMARCA","CUTERVO","SAN ANDRES DE CUTERVO",0,1,1
"169","2000","9","FEBRERO",151001,"LIMA","YAUYOS","YAUYOS",1,2,3
"170","2000","9","FEBRERO",80401,"CUSCO","CALCA","CALCA",2,0,2
"171","2000","9","FEBRERO",20301,"ANCASH","ANTONIO RAYMONDI","LLAMELLIN",0,1,1
"172","2000","9","FEBRERO",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",1,0,1
"173","2000","10","MARZO",80901,"CUSCO","LA CONVENCION","SANTA ANA",0,1,1
"174","2000","10","MARZO",21201,"ANCASH","HUAYLAS","CARAZ",2,6,8
"175","2000","10","MARZO",21210,"ANCASH","HUAYLAS","YURACMARCA",6,0,6
"176","2000","10","MARZO",150606,"LIMA","HUARAL","IHUARI",0,1,1
"177","2000","10","MARZO",21601,"ANCASH","POMABAMBA","POMABAMBA",1,0,1
"178","2000","10","MARZO",21202,"ANCASH","HUAYLAS","HUALLANCA",1,0,1
"179","2000","10","MARZO",80904,"CUSCO","LA CONVENCION","MARANURA",0,2,2
"180","2000","10","MARZO",151003,"LIMA","YAUYOS","AYAUCA",2,0,2
"181","2000","10","MARZO",60802,"CAJAMARCA","JAEN","BELLAVISTA",0,1,1
"182","2000","10","MARZO",80408,"CUSCO","CALCA","YANATILE",1,0,1
"183","2000","10","MARZO",10502,"AMAZONAS","LUYA","CAMPORREDONDO",0,1,1
"184","2000","10","MARZO",20606,"ANCASH","CARHUAZ","MARCARA",1,0,1
"185","2000","10","MARZO",20601,"ANCASH","CARHUAZ","CARHUAZ",0,1,1
"186","2000","10","MARZO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",3,0,3
"187","2000","10","MARZO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",1,1,2
"188","2000","10","MARZO",80401,"CUSCO","CALCA","CALCA",1,2,3
"189","2000","10","MARZO",22001,"ANCASH","YUNGAY","YUNGAY",1,0,1
"190","2000","10","MARZO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,2,2
"191","2000","10","MARZO",20101,"ANCASH","HUARAZ","HUARAZ",1,0,1
"192","2000","10","MARZO",80405,"CUSCO","CALCA","PISAC",1,0,1
"193","2000","10","MARZO",21306,"ANCASH","MARISCAL LUZURIAGA","LLUMPA",1,0,1
"194","2000","10","MARZO",60905,"CAJAMARCA","SAN IGNACIO","NAMBALLE",0,1,1
"195","2000","11","MARZO",20905,"ANCASH","CORONGO","LA PAMPA",1,0,1
"196","2000","11","MARZO",22006,"ANCASH","YUNGAY","RANRAHIRCA",1,1,2
"197","2000","11","MARZO",151003,"LIMA","YAUYOS","AYAUCA",2,0,2
"198","2000","11","MARZO",80904,"CUSCO","LA CONVENCION","MARANURA",0,1,1
"199","2000","11","MARZO",21202,"ANCASH","HUAYLAS","HUALLANCA",1,0,1
"200","2000","11","MARZO",20610,"ANCASH","CARHUAZ","TINCO",1,0,1
"201","2000","11","MARZO",21205,"ANCASH","HUAYLAS","MATO",1,0,1
"202","2000","11","MARZO",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"203","2000","11","MARZO",21201,"ANCASH","HUAYLAS","CARAZ",2,2,4
"204","2000","11","MARZO",21210,"ANCASH","HUAYLAS","YURACMARCA",3,0,3
"205","2000","11","MARZO",60812,"CAJAMARCA","JAEN","SANTA ROSA",0,1,1
"206","2000","11","MARZO",21303,"ANCASH","MARISCAL LUZURIAGA","ELEAZAR GUZMAN BARRON",1,0,1
"207","2000","11","MARZO",130901,"LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",1,0,1
"208","2000","11","MARZO",21901,"ANCASH","SIHUAS","SIHUAS",0,1,1
"209","2000","11","MARZO",22001,"ANCASH","YUNGAY","YUNGAY",2,0,2
"210","2000","11","MARZO",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,1,1
"211","2000","11","MARZO",21208,"ANCASH","HUAYLAS","SANTA CRUZ",1,0,1
"212","2000","11","MARZO",60807,"CAJAMARCA","JAEN","POMAHUACA",0,1,1
"213","2000","12","MARZO",60602,"CAJAMARCA","CUTERVO","CALLAYUC",0,1,1
"214","2000","12","MARZO",60904,"CAJAMARCA","SAN IGNACIO","LA COIPA",0,1,1
"215","2000","12","MARZO",151003,"LIMA","YAUYOS","AYAUCA",0,2,2
"216","2000","12","MARZO",81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",0,1,1
"217","2000","12","MARZO",21210,"ANCASH","HUAYLAS","YURACMARCA",5,0,5
"218","2000","12","MARZO",81301,"CUSCO","URUBAMBA","URUBAMBA",2,0,2
"219","2000","12","MARZO",22001,"ANCASH","YUNGAY","YUNGAY",0,1,1
"220","2000","12","MARZO",22005,"ANCASH","YUNGAY","QUILLO",0,1,1
"221","2000","12","MARZO",22006,"ANCASH","YUNGAY","RANRAHIRCA",1,0,1
"222","2000","12","MARZO",151025,"LIMA","YAUYOS","QUINOCAY",0,1,1
"223","2000","12","MARZO",21205,"ANCASH","HUAYLAS","MATO",0,1,1
"224","2000","12","MARZO",21201,"ANCASH","HUAYLAS","CARAZ",1,4,5
"225","2000","12","MARZO",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"226","2000","12","MARZO",80904,"CUSCO","LA CONVENCION","MARANURA",0,1,1
"227","2000","12","MARZO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",1,0,1
"228","2000","12","MARZO",151022,"LIMA","YAUYOS","OMAS",1,0,1
"229","2000","12","MARZO",80405,"CUSCO","CALCA","PISAC",0,1,1
"230","2000","12","MARZO",21604,"ANCASH","POMABAMBA","QUINUABAMBA",3,0,3
"231","2000","12","MARZO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",1,0,1
"232","2000","13","MARZO",81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",3,1,4
"233","2000","13","MARZO",22003,"ANCASH","YUNGAY","MANCOS",1,0,1
"234","2000","13","MARZO",21910,"ANCASH","SIHUAS","SICSIBAMBA",0,1,1
"235","2000","13","MARZO",150509,"LIMA","CA_ETE","MALA",0,1,1
"236","2000","13","MARZO",21307,"ANCASH","MARISCAL LUZURIAGA","LUCMA",1,0,1
"237","2000","13","MARZO",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,1,1
"238","2000","13","MARZO",21201,"ANCASH","HUAYLAS","CARAZ",3,4,7
"239","2000","13","MARZO",10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE",2,0,2
"240","2000","13","MARZO",60804,"CAJAMARCA","JAEN","COLASAY",0,1,1
"241","2000","13","MARZO",21901,"ANCASH","SIHUAS","SIHUAS",0,2,2
"242","2000","13","MARZO",80401,"CUSCO","CALCA","CALCA",0,2,2
"243","2000","13","MARZO",21306,"ANCASH","MARISCAL LUZURIAGA","LLUMPA",1,0,1
"244","2000","13","MARZO",21210,"ANCASH","HUAYLAS","YURACMARCA",3,0,3
"245","2000","13","MARZO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",0,1,1
"246","2000","13","MARZO",22001,"ANCASH","YUNGAY","YUNGAY",0,1,1
"247","2000","13","MARZO",80403,"CUSCO","CALCA","LAMAY",2,1,3
"248","2000","13","MARZO",21909,"ANCASH","SIHUAS","SAN JUAN",0,1,1
"249","2000","14","MARZO",21201,"ANCASH","HUAYLAS","CARAZ",5,1,6
"250","2000","14","MARZO",22003,"ANCASH","YUNGAY","MANCOS",0,1,1
"251","2000","14","MARZO",22005,"ANCASH","YUNGAY","QUILLO",1,0,1
"252","2000","14","MARZO",21901,"ANCASH","SIHUAS","SIHUAS",1,1,2
"253","2000","14","MARZO",80402,"CUSCO","CALCA","COYA",0,1,1
"254","2000","14","MARZO",22001,"ANCASH","YUNGAY","YUNGAY",1,0,1
"255","2000","14","MARZO",20601,"ANCASH","CARHUAZ","CARHUAZ",2,0,2
"256","2000","14","MARZO",20606,"ANCASH","CARHUAZ","MARCARA",1,0,1
"257","2000","14","MARZO",151003,"LIMA","YAUYOS","AYAUCA",3,0,3
"258","2000","14","MARZO",21205,"ANCASH","HUAYLAS","MATO",1,0,1
"259","2000","14","MARZO",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",1,0,1
"260","2000","14","MARZO",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",1,1,2
"261","2000","14","MARZO",21210,"ANCASH","HUAYLAS","YURACMARCA",1,1,2
"262","2000","14","MARZO",151025,"LIMA","YAUYOS","QUINOCAY",0,1,1
"263","2000","14","MARZO",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",2,5,7
"264","2000","14","MARZO",60804,"CAJAMARCA","JAEN","COLASAY",0,1,1
"265","2000","15","ABRIL",81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",0,1,1
"266","2000","15","ABRIL",22001,"ANCASH","YUNGAY","YUNGAY",2,0,2
"267","2000","15","ABRIL",22006,"ANCASH","YUNGAY","RANRAHIRCA",0,1,1
"268","2000","15","ABRIL",200307,"PIURA","HUANCABAMBA","SONDOR",0,1,1
"269","2000","15","ABRIL",21201,"ANCASH","HUAYLAS","CARAZ",5,2,7
"270","2000","15","ABRIL",10514,"AMAZONAS","LUYA","PISUQUIA",0,1,1
"271","2000","15","ABRIL",21208,"ANCASH","HUAYLAS","SANTA CRUZ",1,0,1
"272","2000","15","ABRIL",20601,"ANCASH","CARHUAZ","CARHUAZ",1,0,1
"273","2000","15","ABRIL",200308,"PIURA","HUANCABAMBA","SONDORILLO",0,1,1
"274","2000","15","ABRIL",21002,"ANCASH","HUARI","ANRA",1,0,1
"275","2000","15","ABRIL",151003,"LIMA","YAUYOS","AYAUCA",4,0,4
"276","2000","15","ABRIL",60906,"CAJAMARCA","SAN IGNACIO","SAN JOSE DE LOURDES",0,1,1
"277","2000","15","ABRIL",21601,"ANCASH","POMABAMBA","POMABAMBA",0,1,1
"278","2000","15","ABRIL",22003,"ANCASH","YUNGAY","MANCOS",1,1,2
"279","2000","15","ABRIL",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",0,1,1
"280","2000","15","ABRIL",151001,"LIMA","YAUYOS","YAUYOS",1,0,1
"281","2000","15","ABRIL",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",1,3,4
"282","2000","15","ABRIL",22008,"ANCASH","YUNGAY","YANAMA",1,0,1
"283","2000","15","ABRIL",22004,"ANCASH","YUNGAY","MATACOTO",1,1,2
"284","2000","15","ABRIL",60907,"CAJAMARCA","SAN IGNACIO","TABACONAS",0,1,1
"285","2000","15","ABRIL",21210,"ANCASH","HUAYLAS","YURACMARCA",2,0,2
"286","2000","15","ABRIL",21207,"ANCASH","HUAYLAS","PUEBLO LIBRE",2,2,4
"287","2000","15","ABRIL",80401,"CUSCO","CALCA","CALCA",0,1,1
"288","2000","15","ABRIL",21909,"ANCASH","SIHUAS","SAN JUAN",0,1,1
"289","2000","16","ABRIL",21601,"ANCASH","POMABAMBA","POMABAMBA",1,0,1
"290","2000","16","ABRIL",200301,"PIURA","HUANCABAMBA","HUANCABAMBA",0,1,1
"291","2000","16","ABRIL",81306,"CUSCO","URUBAMBA","OLLANTAYTAMBO",0,1,1
"292","2000","16","ABRIL",150606,"LIMA","HUARAL","IHUARI",0,1,1
"293","2000","16","ABRIL",21009,"ANCASH","HUARI","MASIN",0,1,1
"294","2000","16","ABRIL",60901,"CAJAMARCA","SAN IGNACIO","SAN IGNACIO",0,1,1
"295","2000","16","ABRIL",22006,"ANCASH","YUNGAY","RANRAHIRCA",1,0,1
"296","2000","16","ABRIL",21307,"ANCASH","MARISCAL LUZURIAGA","LUCMA",2,0,2
"297","2000","16","ABRIL",22008,"ANCASH","YUNGAY","YANAMA",1,0,1
"298","2000","16","ABRIL",21001,"ANCASH","HUARI","HUARI",0,1,1
"299","2000","16","ABRIL",20601,"ANCASH","CARHUAZ","CARHUAZ",1,0,1
"300","2000","16","ABRIL",21209,"ANCASH","HUAYLAS","SANTO TORIBIO",0,1,1
"301","2000","16","ABRIL",151001,"LIMA","YAUYOS","YAUYOS",1,0,1
"302","2000","16","ABRIL",22001,"ANCASH","YUNGAY","YUNGAY",2,1,3
"303","2000","16","ABRIL",80405,"CUSCO","CALCA","PISAC",0,1,1
