ANNIO,SEMANA,MES_CALEND,UBIGEO,DEPARTAM,PROVINCIA,DISTRITO,Probables,Confirmados,Total
2000,26,JUNIO,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,1,0,1
2000,29,JULIO,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,1,0,1
2000,30,JULIO,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,1,0,1
2000,31,JULIO,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,1,0,1
2000,32,AGOSTO,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,2,0,2
2000,35,AGOSTO,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,1,0,1
2000,37,SETIEMBRE,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,1,0,1
2000,48,NOVIEMBRE,21306,ANCASH,MARISCAL LUZURIAGA,LLUMPA,1,0,1
2000,4,ENERO,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,1,0,1
2000,6,FEBRERO,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,1,0,1
2000,13,MARZO,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,1,0,1
2000,16,ABRIL,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,2,0,2
2000,27,JULIO,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,1,0,1
2000,39,SETIEMBRE,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,1,0,1
2000,47,NOVIEMBRE,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,1,0,1
2000,48,NOVIEMBRE,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,1,0,1
2000,50,DICIEMBRE,21307,ANCASH,MARISCAL LUZURIAGA,LUCMA,0,1,1
2000,6,FEBRERO,21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,1,0,1
2000,23,JUNIO,21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,1,0,1
2000,30,JULIO,21301,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,1,0,1
2000,3,ENERO,21503,ANCASH,PALLASCA,CONCHUCOS,1,0,1
2000,7,FEBRERO,21503,ANCASH,PALLASCA,CONCHUCOS,1,0,1
2000,8,FEBRERO,21503,ANCASH,PALLASCA,CONCHUCOS,3,0,3
2000,16,ABRIL,21503,ANCASH,PALLASCA,CONCHUCOS,2,0,2
2000,19,MAYO,21503,ANCASH,PALLASCA,CONCHUCOS,1,0,1
2000,21,MAYO,21503,ANCASH,PALLASCA,CONCHUCOS,1,0,1
2000,30,JULIO,21503,ANCASH,PALLASCA,CONCHUCOS,2,0,2
2000,33,AGOSTO,21503,ANCASH,PALLASCA,CONCHUCOS,1,0,1
2000,34,AGOSTO,21503,ANCASH,PALLASCA,CONCHUCOS,1,0,1
2000,52,DICIEMBRE,21503,ANCASH,PALLASCA,CONCHUCOS,1,0,1
2000,33,AGOSTO,21509,ANCASH,PALLASCA,PAMPAS,1,0,1
